T21,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
92,British Virgin Islands,2015,Imports CIF (millions of US dollars),G,,429,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
92,British Virgin Islands,2022,Imports CIF (millions of US dollars),G,,669,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
92,British Virgin Islands,1995,Exports FOB (millions of US dollars),G,,11,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
92,British Virgin Islands,2005,Exports FOB (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
92,British Virgin Islands,2010,Exports FOB (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
92,British Virgin Islands,2015,Exports FOB (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
92,British Virgin Islands,2022,Exports FOB (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
92,British Virgin Islands,1995,Balance imports/exports (millions of US dollars),G,,-110,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
92,British Virgin Islands,2005,Balance imports/exports (millions of US dollars),G,,-226,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
92,British Virgin Islands,2010,Balance imports/exports (millions of US dollars),G,,-313,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
92,British Virgin Islands,2015,Balance imports/exports (millions of US dollars),G,,-429,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
92,British Virgin Islands,2022,Balance imports/exports (millions of US dollars),G,,-669,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,1995,Imports CIF (millions of US dollars),S,,"2,078",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2005,Imports CIF (millions of US dollars),S,,"1,447",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2010,Imports CIF (millions of US dollars),S,,"2,539",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2015,Imports CIF (millions of US dollars),S,,"3,229",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2022,Imports CIF (millions of US dollars),S,,"9,184",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2023,Imports CIF (millions of US dollars),S,,"7,484",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2024,Imports CIF (millions of US dollars),S,,"7,003",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,1995,Exports FOB (millions of US dollars),S,,"2,379",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2005,Exports FOB (millions of US dollars),S,,"6,242",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2010,Exports FOB (millions of US dollars),S,,"8,908",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2015,Exports FOB (millions of US dollars),S,,"6,353",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2022,Exports FOB (millions of US dollars),S,,"14,230",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2023,Exports FOB (millions of US dollars),S,,"11,241",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2024,Exports FOB (millions of US dollars),S,,"10,462",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,1995,Balance imports/exports (millions of US dollars),S,,301,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2005,Balance imports/exports (millions of US dollars),S,,"4,794",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2010,Balance imports/exports (millions of US dollars),S,,"6,369",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2015,Balance imports/exports (millions of US dollars),S,,"3,124",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2022,Balance imports/exports (millions of US dollars),S,,"5,046",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2023,Balance imports/exports (millions of US dollars),S,,"3,756",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
96,Brunei Darussalam,2024,Balance imports/exports (millions of US dollars),S,,"3,459",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,1995,Imports CIF (millions of US dollars),S,,"5,469",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2005,Imports CIF (millions of US dollars),S,,"18,162",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2010,Imports CIF (millions of US dollars),S,,"25,360",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2015,Imports CIF (millions of US dollars),S,,"29,265",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2022,Imports CIF (millions of US dollars),S,,"58,092",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2023,Imports CIF (millions of US dollars),S,,"53,529",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2024,Imports CIF (millions of US dollars),S,,"53,806",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,1995,Exports FOB (millions of US dollars),S,,"5,220",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2005,Exports FOB (millions of US dollars),S,,"11,739",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2010,Exports FOB (millions of US dollars),S,,"20,608",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2015,Exports FOB (millions of US dollars),S,,"25,779",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2022,Exports FOB (millions of US dollars),S,,"50,250",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2023,Exports FOB (millions of US dollars),S,,"47,901",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2024,Exports FOB (millions of US dollars),S,,"46,647",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,1995,Balance imports/exports (millions of US dollars),S,,-249,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2005,Balance imports/exports (millions of US dollars),S,,"-6,423",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2010,Balance imports/exports (millions of US dollars),S,,"-4,752",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2015,Balance imports/exports (millions of US dollars),S,,"-3,486",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2022,Balance imports/exports (millions of US dollars),S,,"-7,841",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2023,Balance imports/exports (millions of US dollars),S,,"-5,628",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
100,Bulgaria,2024,Balance imports/exports (millions of US dollars),S,,"-7,159",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
854,Burkina Faso,1995,Imports CIF (millions of US dollars),G,,484,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
854,Burkina Faso,2005,Imports CIF (millions of US dollars),G,,"1,161",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
854,Burkina Faso,2010,Imports CIF (millions of US dollars),G,,"2,048",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
854,Burkina Faso,2015,Imports CIF (millions of US dollars),G,,"3,069",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
854,Burkina Faso,2022,Imports CIF (millions of US dollars),G,,"5,647",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
854,Burkina Faso,2023,Imports CIF (millions of US dollars),G,,"5,880",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
854,Burkina Faso,2024,Imports CIF (millions of US dollars),G,,"6,429",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
854,Burkina Faso,1995,Exports FOB (millions of US dollars),G,,171,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
