country_code,country_name,year,balance_usd_m,exports_usd_m,imports_usd_m
748,Eswatini,2022,-133.0,1991.0,2124.0
748,Eswatini,2023,57.0,2096.0,2039.0
748,Eswatini,2024,-138.0,2440.0,2579.0
231,Ethiopia,1995,-719.0,422.0,1141.0
231,Ethiopia,2005,-3169.0,926.0,4095.0
231,Ethiopia,2010,-6272.0,2330.0,8602.0
231,Ethiopia,2015,-15662.0,2024.0,17686.0
231,Ethiopia,2022,-13453.0,3085.0,16538.0
231,Ethiopia,2023,-14191.0,2859.0,17050.0
150,Europe,1995,91373.0,2320042.0,2228669.0
150,Europe,2005,87068.0,4527059.0,4439990.0
150,Europe,2010,36284.0,5904975.0,5868691.0
150,Europe,2015,319704.0,5944659.0,5624954.0
150,Europe,2022,-118626.0,8753630.0,8872256.0
150,Europe,2023,70089.0,8494770.0,8424681.0
150,Europe,2024,160935.0,8476345.0,8315410.0
238,Falkland Islands (Malvinas),1995,-23.0,4.0,27.0
238,Falkland Islands (Malvinas),2005,2.0,11.0,8.0
238,Falkland Islands (Malvinas),2010,-41.0,9.0,50.0
238,Falkland Islands (Malvinas),2015,-83.0,186.0,269.0
238,Falkland Islands (Malvinas),2022,258.0,382.0,125.0
238,Falkland Islands (Malvinas),2023,142.0,341.0,200.0
238,Falkland Islands (Malvinas),2024,70.0,339.0,269.0
234,Faroe Islands,1995,48.0,362.0,314.0
234,Faroe Islands,2005,-145.0,602.0,747.0
234,Faroe Islands,2010,59.0,839.0,780.0
234,Faroe Islands,2015,140.0,1365.0,1225.0
234,Faroe Islands,2022,185.0,2167.0,1982.0
234,Faroe Islands,2023,449.0,2403.0,1954.0
234,Faroe Islands,2024,401.0,2364.0,1963.0
242,Fiji,1995,-273.0,619.0,891.0
242,Fiji,2005,-906.0,702.0,1607.0
242,Fiji,2010,-967.0,841.0,1808.0
242,Fiji,2015,-1286.0,981.0,2268.0
242,Fiji,2022,-1942.0,1055.0,2997.0
242,Fiji,2023,-2033.0,1068.0,3100.0
242,Fiji,2024,-1963.0,1133.0,3096.0
246,Finland,1995,10889.0,40409.0,29520.0
246,Finland,2005,6766.0,65238.0,58473.0
246,Finland,2010,1349.0,70117.0,68767.0
246,Finland,2015,-492.0,59682.0,60174.0
246,Finland,2022,-11146.0,86228.0,97374.0
246,Finland,2023,-526.0,82568.0,83094.0
246,Finland,2024,-2259.0,78155.0,80414.0
250,France,1995,3692.0,277079.0,273387.0
250,France,2005,-41503.0,434354.0,475857.0
250,France,2010,-87520.0,511651.0,599172.0
250,France,2015,-69457.0,493941.0,563398.0
250,France,2022,-201099.0,618299.0,819398.0
250,France,2023,-136931.0,640201.0,777132.0
250,France,2024,-116086.0,645959.0,762045.0
254,French Guiana,1995,-625.0,158.0,783.0
258,French Polynesia,1995,-675.0,173.0,848.0
258,French Polynesia,2005,-1491.0,210.0,1702.0
258,French Polynesia,2010,-1573.0,153.0,1726.0
258,French Polynesia,2015,-1397.0,130.0,1527.0
258,French Polynesia,2022,-2074.0,146.0,2220.0
258,French Polynesia,2023,-2058.0,244.0,2303.0
258,French Polynesia,2024,-2131.0,159.0,2290.0
266,Gabon,1995,1834.0,2718.0,884.0
266,Gabon,2005,3617.0,5068.0,1451.0
266,Gabon,2010,5570.0,8539.0,2969.0
266,Gabon,2015,4533.0,10654.0,6121.0
266,Gabon,2022,6411.0,10470.0,4060.0
266,Gabon,2023,8478.0,12695.0,4217.0
266,Gabon,2024,7185.0,11131.0,3946.0
270,Gambia,1995,-196.0,19.0,215.0
270,Gambia,2005,-252.0,7.0,260.0
270,Gambia,2010,-215.0,68.0,284.0
270,Gambia,2015,-308.0,83.0,391.0
270,Gambia,2022,-860.0,55.0,915.0
270,Gambia,2023,-2364.0,83.0,2448.0
270,Gambia,2024,-2218.0,2.0,2220.0
268,Georgia,1995,-245.0,152.0,396.0
268,Georgia,2005,-1624.0,865.0,2490.0
268,Georgia,2010,-3558.0,1677.0,5236.0
268,Georgia,2015,-5100.0,2204.0,7304.0
268,Georgia,2022,-7964.0,5583.0,13548.0
268,Georgia,2023,-9514.0,6091.0,15605.0
268,Georgia,2024,-10422.0,6560.0,16983.0
276,Germany,1995,54079.0,518224.0,464145.0
276,Germany,2005,197313.0,977132.0,779819.0
276,Germany,2010,207071.0,1267743.0,1060672.0
276,Germany,2015,270964.0,1328500.0,1057536.0
276,Germany,2022,97289.0,1686142.0,1588853.0
276,Germany,2023,228021.0,1697350.0,1469329.0
276,Germany,2024,258074.0,1691415.0,1433340.0
288,Ghana,1995,-142.0,1755.0,1897.0
288,Ghana,2005,-1819.0,3060.0,4878.0
288,Ghana,2010,-2824.0,5233.0,8057.0
288,Ghana,2015,-932.0,13756.0,14687.0
288,Ghana,2022,-584.0,17379.0,17963.0
288,Ghana,2023,480.0,16875.0,16394.0
288,Ghana,2024,1678.0,20157.0,18479.0
292,Gibraltar,1995,-294.0,114.0,408.0
292,Gibraltar,2005,-306.0,195.0,501.0
292,Gibraltar,2010,-368.0,259.0,627.0
292,Gibraltar,2015,-9202.0,402.0,9603.0
292,Gibraltar,2022,-13183.0,410.0,13593.0
292,Gibraltar,2023,-11673.0,476.0,12149.0
292,Gibraltar,2024,-14106.0,126.0,14232.0
300,Greece,1995,-14909.0,10896.0,25805.0
300,Greece,2005,-37459.0,17434.0,54894.0
300,Greece,2010,-38867.0,27586.0,66453.0
300,Greece,2015,-18975.0,28289.0,47264.0
300,Greece,2022,-40402.0,57568.0,97970.0
300,Greece,2023,-33555.0,55052.0,88606.0
300,Greece,2024,-35916.0,53357.0,89273.0
304,Greenland,1995,-57.0,364.0,421.0
304,Greenland,2005,-297.0,402.0,700.0
304,Greenland,2010,-458.0,389.0,847.0
304,Greenland,2015,-261.0,406.0,667.0
304,Greenland,2022,-202.0,921.0,1124.0
304,Greenland,2023,-216.0,1006.0,1221.0
304,Greenland,2024,-160.0,920.0,1080.0
308,Grenada,1995,-107.0,22.0,129.0
308,Grenada,2005,-306.0,28.0,334.0
308,Grenada,2010,-281.0,25.0,306.0
308,Grenada,2015,-318.0,33.0,351.0
308,Grenada,2022,-552.0,37.0,589.0
308,Grenada,2023,-563.0,46.0,609.0
308,Grenada,2024,-591.0,43.0,635.0
312,Guadeloupe,1995,-1739.0,162.0,1901.0
320,Guatemala,1995,-1357.0,1936.0,3292.0
320,Guatemala,2005,-5119.0,5381.0,10500.0
320,Guatemala,2010,-5370.0,8460.0,13830.0
320,Guatemala,2015,-6960.0,10677.0,17637.0
320,Guatemala,2022,-16293.0,15806.0,32099.0
320,Guatemala,2023,-16017.0,14261.0,30278.0
320,Guatemala,2024,-17704.0,14760.0,32465.0
324,Guinea,1995,-117.0,702.0,819.0
324,Guinea,2005,-852.0,796.0,1648.0
324,Guinea,2010,69.0,1471.0,1402.0
324,Guinea,2015,-565.0,1574.0,2139.0
324,Guinea,2022,1138.0,6329.0,5191.0
324,Guinea,2023,-262.0,5222.0,5483.0
324,Guinea,2024,-980.0,4746.0,5726.0
624,Guinea-Bissau,1995,-89.0,45.0,134.0
624,Guinea-Bissau,2005,-88.0,23.0,112.0
624,Guinea-Bissau,2010,-77.0,120.0,197.0
624,Guinea-Bissau,2015,174.0,327.0,153.0
624,Guinea-Bissau,2022,260.0,507.0,247.0
624,Guinea-Bissau,2023,104.0,427.0,322.0
624,Guinea-Bissau,2024,105.0,416.0,311.0
328,Guyana,1995,-17.0,455.0,472.0
328,Guyana,2005,-239.0,539.0,778.0
328,Guyana,2010,-551.0,901.0,1452.0
328,Guyana,2015,-315.0,1169.0,1484.0
328,Guyana,2022,18828.0,22562.0,3734.0
328,Guyana,2023,5582.0,10812.0,5230.0
328,Guyana,2024,15204.0,22415.0,7211.0
332,Haiti,1995,-615.0,35.0,650.0
332,Haiti,2005,-979.0,470.0,1449.0
332,Haiti,2010,-2568.0,579.0,3147.0
332,Haiti,2015,-905.0,1083.0,1987.0
332,Haiti,2022,-1100.0,1203.0,2302.0
332,Haiti,2023,-1192.0,953.0,2145.0
332,Haiti,2024,-962.0,761.0,1723.0
340,Honduras,1995,-1072.0,656.0,1728.0
340,Honduras,2005,-3125.0,1294.0,4419.0
340,Honduras,2010,-3791.0,3104.0,6895.0
340,Honduras,2015,-4179.0,4201.0,8381.0
340,Honduras,2022,-8207.0,5875.0,14082.0
340,Honduras,2023,-7210.0,7171.0,14381.0
340,Honduras,2024,-7769.0,6794.0,14564.0
348,Hungary,1995,-2734.0,12452.0,15186.0
348,Hungary,2005,-3648.0,62272.0,65920.0
348,Hungary,2010,7317.0,94749.0,87432.0
348,Hungary,2015,9536.0,100297.0,90761.0
348,Hungary,2022,-9400.0,149934.0,159335.0
348,Hungary,2023,9022.0,158563.0,149541.0
348,Hungary,2024,16075.0,167705.0,151631.0
352,Iceland,1995,51.0,1803.0,1751.0
352,Iceland,2005,-1888.0,3091.0,4979.0
352,Iceland,2010,689.0,4603.0,3914.0
352,Iceland,2015,-563.0,4722.0,5285.0
352,Iceland,2022,-2240.0,7404.0,9644.0
352,Iceland,2023,-2663.0,6808.0,9470.0
352,Iceland,2024,-2888.0,6947.0,9836.0
356,India,1995,-4893.0,31699.0,36592.0
356,India,2005,-40509.0,100353.0,140862.0
356,India,2010,-129621.0,220408.0,350029.0
356,India,2015,-126364.0,264381.0,390745.0
356,India,2022,-279882.0,452684.0,732566.0
356,India,2023,-240728.0,431412.0,672140.0
356,India,2024,-263310.0,434435.0,697745.0
360,Indonesia,1995,4789.0,45418.0,40629.0
360,Indonesia,2005,27959.0,85660.0,57701.0
360,Indonesia,2010,22116.0,157779.0,135663.0
360,Indonesia,2015,7671.0,150366.0,142695.0
360,Indonesia,2022,54532.0,291979.0,237447.0
360,Indonesia,2023,36888.0,258774.0,221886.0
360,Indonesia,2024,33858.0,262974.0,229116.0
364,Iran (Islamic Republic of),1995,4478.0,18360.0,13882.0
364,Iran (Islamic Republic of),2005,21143.0,60012.0,38869.0
364,Iran (Islamic Republic of),2010,29088.0,83785.0,54697.0
364,Iran (Islamic Republic of),2015,20003.0,60041.0,40037.0
364,Iran (Islamic Republic of),2022,22174.0,80900.0,58726.0
364,Iran (Islamic Republic of),2023,12221.0,64867.0,52647.0
364,Iran (Islamic Republic of),2024,-38194.0,14757.0,52950.0
368,Iraq,1995,110.0,555.0,445.0
368,Iraq,2005,6912.0,19773.0,12861.0
368,Iraq,2010,8568.0,52483.0,43915.0
368,Iraq,2015,18547.0,49403.0,30855.0
368,Iraq,2022,74716.0,126000.0,51284.0
368,Iraq,2023,52239.0,107000.0,54761.0
368,Iraq,2024,51757.0,109974.0,58216.0
372,Ireland,1995,11468.0,43789.0,32321.0
372,Ireland,2005,39719.0,110003.0,70284.0
372,Ireland,2010,56045.0,120645.0,64601.0
372,Ireland,2015,46931.0,124717.0,77787.0
372,Ireland,2022,71333.0,219837.0,148503.0
372,Ireland,2023,62258.0,212870.0,150611.0
372,Ireland,2024,97667.0,242219.0,144552.0
376,Israel,1995,-9282.0,19046.0,28328.0
376,Israel,2005,-2262.0,42771.0,45032.0
376,Israel,2010,-781.0,58413.0,59194.0
376,Israel,2015,1994.0,64062.0,62068.0
376,Israel,2022,-35189.0,72569.0,107758.0
376,Israel,2023,-23247.0,59916.0,83163.0
376,Israel,2024,-31597.0,60255.0,91852.0
380,Italy,1995,30122.0,230441.0,200320.0
380,Italy,2005,-11878.0,372957.0,384836.0
380,Italy,2010,-40145.0,446840.0,486984.0
380,Italy,2015,46055.0,456989.0,410933.0
380,Italy,2022,-35849.0,659387.0,695236.0
380,Italy,2023,37166.0,677095.0,639929.0
380,Italy,2024,59275.0,674874.0,615599.0
388,Jamaica,1995,-1349.0,1424.0,2773.0
388,Jamaica,2005,-3370.0,1514.0,4885.0
388,Jamaica,2010,-3898.0,1328.0,5225.0
388,Jamaica,2015,-3730.0,1263.0,4993.0
388,Jamaica,2022,-5830.0,1901.0,7731.0
388,Jamaica,2023,-5590.0,2002.0,7592.0
388,Jamaica,2024,-5405.0,1930.0,7335.0
392,Japan,1995,106843.0,442937.0,336094.0
392,Japan,2005,79074.0,594941.0,515866.0
392,Japan,2010,75715.0,769774.0,694059.0
392,Japan,2015,-695.0,624874.0,625568.0
392,Japan,2022,-151928.0,746672.0,898600.0
392,Japan,2023,-33804.0,717946.0,751750.0
392,Japan,2024,-35281.0,707390.0,742672.0
400,Jordan,1995,-1928.0,1769.0,3696.0
400,Jordan,2005,-6170.0,4284.0,10455.0
400,Jordan,2010,-8239.0,7023.0,15262.0
400,Jordan,2015,-12642.0,7833.0,20475.0
400,Jordan,2022,-14584.0,12780.0,27364.0
400,Jordan,2023,-13118.0,12590.0,25708.0
400,Jordan,2024,-12212.0,14404.0,26617.0
398,Kazakhstan,1995,1422.0,5227.0,3805.0
398,Kazakhstan,2005,10513.0,27846.0,17333.0
398,Kazakhstan,2010,33220.0,57244.0,24024.0
398,Kazakhstan,2015,15387.0,45954.0,30567.0
398,Kazakhstan,2022,45188.0,76140.0,30952.0
398,Kazakhstan,2023,17575.0,78736.0,61161.0
398,Kazakhstan,2024,20743.0,78255.0,57512.0
404,Kenya,1995,-992.0,1826.0,2818.0
404,Kenya,2005,-2426.0,3420.0,5846.0
404,Kenya,2010,-6924.0,5169.0,12093.0
404,Kenya,2015,-10151.0,5907.0,16058.0
404,Kenya,2022,-13730.0,7371.0,21101.0
404,Kenya,2023,-11446.0,7158.0,18604.0
404,Kenya,2024,-3365.0,9701.0,13066.0
296,Kiribati,1995,-27.0,7.0,34.0
296,Kiribati,2005,-70.0,4.0,74.0
296,Kiribati,2010,-69.0,4.0,73.0
296,Kiribati,2015,-101.0,10.0,111.0
296,Kiribati,2022,-169.0,11.0,181.0
296,Kiribati,2023,-195.0,7.0,202.0
296,Kiribati,2024,-196.0,5.0,201.0
414,Kuwait,1995,5155.0,12944.0,7790.0
414,Kuwait,2005,29068.0,44869.0,15801.0
414,Kuwait,2010,40007.0,62698.0,22691.0
414,Kuwait,2015,23164.0,54121.0,30957.0
414,Kuwait,2022,63849.0,99775.0,35926.0
414,Kuwait,2023,46490.0,83980.0,37490.0
414,Kuwait,2024,37962.0,76292.0,38329.0
417,Kyrgyzstan,1995,-110.0,412.0,522.0
417,Kyrgyzstan,2005,-436.0,672.0,1108.0
417,Kyrgyzstan,2010,-1734.0,1488.0,3223.0
417,Kyrgyzstan,2015,-2627.0,1441.0,4068.0
417,Kyrgyzstan,2022,-7548.0,2255.0,9803.0
417,Kyrgyzstan,2023,-9131.0,3385.0,12516.0
417,Kyrgyzstan,2024,-8167.0,3740.0,11907.0
418,Lao People's Dem. Rep.,1995,-277.0,311.0,588.0
418,Lao People's Dem. Rep.,2005,-322.0,552.0,874.0
418,Lao People's Dem. Rep.,2010,72.0,1909.0,1837.0
418,Lao People's Dem. Rep.,2015,-793.0,2985.0,3778.0
418,Lao People's Dem. Rep.,2022,1948.0,9564.0,7616.0
418,Lao People's Dem. Rep.,2023,-1033.0,6042.0,7075.0
418,Lao People's Dem. Rep.,2024,1034.0,7786.0,6753.0
419,Latin America & the Caribbean,1995,-19321.0,223184.0,242505.0
419,Latin America & the Caribbean,2005,61470.0,569951.0,508481.0
419,Latin America & the Caribbean,2010,18181.0,885906.0,867725.0
419,Latin America & the Caribbean,2015,-108486.0,911494.0,1019980.0
419,Latin America & the Caribbean,2022,-101959.0,1398038.0,1499997.0
419,Latin America & the Caribbean,2023,-26195.0,1376914.0,1403109.0
419,Latin America & the Caribbean,2024,-17671.0,1427987.0,1445658.0
428,Latvia,1995,-513.0,1305.0,1818.0
428,Latvia,2005,-3468.0,5303.0,8770.0
428,Latvia,2010,-2292.0,8851.0,11143.0
428,Latvia,2015,-2446.0,11650.0,14096.0
428,Latvia,2022,-4746.0,22466.0,27212.0
428,Latvia,2023,-4006.0,20540.0,24546.0
428,Latvia,2024,-3109.0,20387.0,23496.0
422,Lebanon,1995,-6469.0,826.0,7295.0
422,Lebanon,2005,-7448.0,1879.0,9327.0
422,Lebanon,2010,-13716.0,4254.0,17970.0
422,Lebanon,2015,-15646.0,2953.0,18600.0
422,Lebanon,2022,-15638.0,3862.0,19500.0
422,Lebanon,2023,-13562.0,4561.0,18122.0
422,Lebanon,2024,-13140.0,4167.0,17307.0
426,Lesotho,2005,-760.0,650.0,1410.0
426,Lesotho,2010,-773.0,503.0,1277.0
426,Lesotho,2015,-815.0,606.0,1421.0
426,Lesotho,2022,-970.0,900.0,1869.0
426,Lesotho,2023,-892.0,830.0,1722.0
426,Lesotho,2024,-910.0,832.0,1742.0
430,Liberia,1995,94.0,452.0,358.0
430,Liberia,2005,-179.0,130.0,309.0
430,Liberia,2010,-488.0,222.0,710.0
430,Liberia,2015,-1426.0,1329.0,2755.0
430,Liberia,2022,-1715.0,203.0,1917.0
430,Liberia,2023,-2010.0,154.0,2163.0
430,Liberia,2024,-1705.0,164.0,1869.0
434,Libya,1995,4451.0,9363.0,4912.0
434,Libya,2005,25215.0,31272.0,6058.0
434,Libya,2010,18766.0,36440.0,17674.0
434,Libya,2015,13084.0,25949.0,12865.0
434,Libya,2022,23068.0,39196.0,16127.0
434,Libya,2023,14884.0,33079.0,18195.0
434,Libya,2024,12263.0,30164.0,17901.0
440,Lithuania,1995,-943.0,2706.0,3649.0
440,Lithuania,2005,-3634.0,12070.0,15704.0
440,Lithuania,2010,-2564.0,20814.0,23378.0
440,Lithuania,2015,-2765.0,25411.0,28176.0
440,Lithuania,2022,-8608.0,46502.0,55110.0
440,Lithuania,2023,-5793.0,42626.0,48418.0
440,Lithuania,2024,-4927.0,39819.0,44747.0
442,Luxembourg,2005,-4871.0,12715.0,17586.0
442,Luxembourg,2010,-6489.0,13911.0,20400.0
442,Luxembourg,2015,-6671.0,12626.0,19296.0
442,Luxembourg,2022,-9877.0,16766.0,26643.0
442,Luxembourg,2023,-9718.0,16368.0,26085.0
442,Luxembourg,2024,-9272.0,15636.0,24908.0
450,Madagascar,1995,-190.0,360.0,550.0
450,Madagascar,2005,-850.0,836.0,1686.0
450,Madagascar,2010,-1464.0,1082.0,2546.0
450,Madagascar,2015,-796.0,2164.0,2961.0
450,Madagascar,2022,-1891.0,3721.0,5613.0
450,Madagascar,2023,-1534.0,3283.0,4817.0
450,Madagascar,2024,-2370.0,2646.0,5017.0
454,Malawi,1995,-67.0,433.0,500.0
454,Malawi,2005,-670.0,495.0,1165.0
454,Malawi,2010,-1107.0,1066.0,2173.0
454,Malawi,2015,-1198.0,1072.0,2270.0
454,Malawi,2022,-687.0,900.0,1586.0
454,Malawi,2023,-2175.0,966.0,3141.0
454,Malawi,2024,-2231.0,396.0,2627.0
458,Malaysia,1995,-3267.0,73778.0,77046.0
458,Malaysia,2005,27334.0,141624.0,114290.0
458,Malaysia,2010,34204.0,198791.0,164586.0
458,Malaysia,2015,24036.0,200211.0,176175.0
458,Malaysia,2022,58247.0,352188.0,293941.0
458,Malaysia,2023,46968.0,312605.0,265638.0
458,Malaysia,2024,29940.0,329454.0,299514.0
462,Maldives,1995,-218.0,50.0,268.0
462,Maldives,2005,-591.0,154.0,745.0
462,Maldives,2010,-1021.0,74.0,1095.0
462,Maldives,2015,-1753.0,144.0,1897.0
462,Maldives,2022,-3364.0,158.0,3523.0
462,Maldives,2023,-3327.0,162.0,3489.0
462,Maldives,2024,-3542.0,92.0,3634.0
466,Mali,1995,-331.0,443.0,774.0
466,Mali,2005,-468.0,1075.0,1544.0
466,Mali,2010,-2707.0,1996.0,4704.0
466,Mali,2015,-1544.0,1850.0,3394.0
466,Mali,2022,-3992.0,4613.0,8605.0
466,Mali,2023,-5546.0,4486.0,10031.0
466,Mali,2024,-6325.0,3962.0,10288.0
470,Malta,1995,-1029.0,1913.0,2942.0
470,Malta,2005,-1435.0,2431.0,3865.0
470,Malta,2010,-2015.0,3717.0,5732.0
470,Malta,2015,-2873.0,3915.0,6788.0
470,Malta,2022,-5305.0,3257.0,8563.0
470,Malta,2023,-4924.0,3467.0,8391.0
470,Malta,2024,-5665.0,3782.0,9447.0
584,Marshall Islands,1995,-52.0,23.0,75.0
584,Marshall Islands,2005,-57.0,11.0,68.0
584,Marshall Islands,2010,-60.0,17.0,76.0
584,Marshall Islands,2015,-1270.0,463.0,1734.0
584,Marshall Islands,2022,-16362.0,1310.0,17672.0
584,Marshall Islands,2023,-18564.0,946.0,19510.0
584,Marshall Islands,2024,-17098.0,1277.0,18375.0
474,Martinique,1995,-1728.0,242.0,1970.0
478,Mauritania,1995,225.0,550.0,326.0
478,Mauritania,2005,-786.0,556.0,1342.0
478,Mauritania,2010,111.0,1819.0,1708.0
478,Mauritania,2015,-1872.0,1832.0,3703.0
478,Mauritania,2022,-1342.0,3778.0,5120.0
478,Mauritania,2023,-752.0,4065.0,4818.0
478,Mauritania,2024,-371.0,4355.0,4726.0
480,Mauritius,1995,-462.0,1538.0,2000.0
480,Mauritius,2005,-1016.0,2144.0,3160.0
480,Mauritius,2010,-2553.0,1850.0,4402.0
480,Mauritius,2015,-1977.0,2481.0,4458.0
480,Mauritius,2022,-4737.0,1881.0,6617.0
480,Mauritius,2023,-4427.0,1854.0,6282.0
480,Mauritius,2024,-4930.0,1720.0,6650.0
175,Mayotte,2005,-303.0,6.0,309.0
54,Melanesia,1995,607.0,4039.0,3432.0
54,Melanesia,2005,-197.0,5199.0,5397.0
54,Melanesia,2010,-1553.0,8112.0,9665.0
54,Melanesia,2015,-1960.0,9258.0,11218.0
54,Melanesia,2022,3659.0,16455.0,12797.0
54,Melanesia,2023,1136.0,14298.0,13162.0
54,Melanesia,2024,2720.0,14843.0,12123.0
484,Mexico,1995,7088.0,79541.0,72453.0
484,Mexico,2005,-7612.0,214207.0,221819.0
484,Mexico,2010,-3177.0,298305.0,301482.0
484,Mexico,2015,-14698.0,380556.0,395254.0
484,Mexico,2022,-26884.0,577731.0,604615.0
484,Mexico,2023,-4060.0,593707.0,597767.0
484,Mexico,2024,-6892.0,618982.0,625874.0
57,Micronesia,1995,131.0,1028.0,897.0
57,Micronesia,2005,-1084.0,1295.0,2379.0
57,Micronesia,2010,-1783.0,1508.0,3292.0
57,Micronesia,2015,-4209.0,2180.0,6389.0
57,Micronesia,2022,-22514.0,3674.0,26188.0
57,Micronesia,2023,-19760.0,1230.0,20990.0
57,Micronesia,2024,-17947.0,1671.0,19618.0
583,Micronesia (Fed. States of),1995,-56.0,43.0,100.0
583,Micronesia (Fed. States of),2005,-115.0,13.0,128.0
583,Micronesia (Fed. States of),2010,-145.0,23.0,168.0
583,Micronesia (Fed. States of),2015,-164.0,16.0,180.0
583,Micronesia (Fed. States of),2022,-516.0,277.0,793.0
583,Micronesia (Fed. States of),2023,-615.0,276.0,892.0
583,Micronesia (Fed. States of),2024,-317.0,372.0,689.0
17,Middle Africa,1995,5542.0,10954.0,5412.0
17,Middle Africa,2005,30278.0,48958.0,18680.0
17,Middle Africa,2010,47094.0,90717.0,43623.0
17,Middle Africa,2015,19179.0,74834.0,55655.0
17,Middle Africa,2022,56186.0,104652.0,48465.0
17,Middle Africa,2023,38001.0,101693.0,63692.0
17,Middle Africa,2024,57090.0,111693.0,54603.0
496,Mongolia,1995,58.0,473.0,415.0
496,Mongolia,2005,-118.0,1064.0,1183.0
496,Mongolia,2010,-291.0,2908.0,3200.0
496,Mongolia,2015,873.0,4669.0,3797.0
496,Mongolia,2022,3811.0,12558.0,8747.0
496,Mongolia,2023,5765.0,14741.0,8976.0
496,Mongolia,2024,2690.0,16664.0,13975.0
499,Montenegro,2010,-1745.0,437.0,2182.0
499,Montenegro,2015,-1697.0,353.0,2050.0
499,Montenegro,2022,-2986.0,736.0,3722.0
499,Montenegro,2023,-3394.0,723.0,4116.0
499,Montenegro,2024,-3738.0,661.0,4399.0
500,Montserrat,1995,-49.0,2.0,51.0
500,Montserrat,2005,-28.0,1.0,30.0
500,Montserrat,2010,-28.0,1.0,29.0
500,Montserrat,2015,-26.0,3.0,30.0
500,Montserrat,2022,-33.0,7.0,39.0
500,Montserrat,2023,-42.0,6.0,48.0
500,Montserrat,2024,-25.0,13.0,38.0
504,Morocco,1995,-3822.0,4719.0,8540.0
504,Morocco,2005,-9618.0,11185.0,20803.0
504,Morocco,2010,-17614.0,17765.0,35379.0
504,Morocco,2015,-15793.0,22337.0,38130.0
504,Morocco,2022,-30394.0,42183.0,72578.0
504,Morocco,2023,-28182.0,42463.0,70645.0
504,Morocco,2024,-33068.0,46157.0,79225.0
508,Mozambique,1995,-553.0,174.0,727.0
508,Mozambique,2005,-663.0,1745.0,2408.0
508,Mozambique,2010,-1321.0,2243.0,3564.0
508,Mozambique,2015,-4677.0,3231.0,7908.0
508,Mozambique,2022,-6372.0,8299.0,14671.0
508,Mozambique,2023,-1816.0,8276.0,10092.0
508,Mozambique,2024,-1778.0,9183.0,10961.0
104,Myanmar,1995,-487.0,860.0,1346.0
104,Myanmar,2005,1869.0,3776.0,1907.0
104,Myanmar,2010,4008.0,8873.0,4866.0
104,Myanmar,2015,-5481.0,11432.0,16913.0
104,Myanmar,2022,-319.0,17085.0,17403.0
104,Myanmar,2023,-1687.0,14753.0,16440.0
104,Myanmar,2024,2472.0,14924.0,12452.0
516,Namibia,2005,201.0,2726.0,2525.0
516,Namibia,2010,-131.0,5848.0,5980.0
516,Namibia,2015,-3069.0,4628.0,7697.0
516,Namibia,2022,-1967.0,5828.0,7796.0
516,Namibia,2023,-1774.0,5526.0,7300.0
516,Namibia,2024,-2338.0,6544.0,8882.0
524,Nepal,1995,-985.0,345.0,1330.0
524,Nepal,2005,-1419.0,863.0,2282.0
524,Nepal,2010,-4242.0,874.0,5116.0
524,Nepal,2015,-5952.0,660.0,6612.0
524,Nepal,2022,-12443.0,1300.0,13744.0
524,Nepal,2023,-10892.0,1200.0,12092.0
524,Nepal,2024,-11873.0,1231.0,13104.0
528,Netherlands (Kingdom of the),1995,19697.0,177626.0,157929.0
528,Netherlands (Kingdom of the),2005,39222.0,349813.0,310591.0
528,Netherlands (Kingdom of the),2010,52659.0,492646.0,439987.0
528,Netherlands (Kingdom of the),2015,52053.0,464697.0,412644.0
528,Netherlands (Kingdom of the),2022,57487.0,768259.0,710772.0
528,Netherlands (Kingdom of the),2023,78425.0,734008.0,655583.0
528,Netherlands (Kingdom of the),2024,86886.0,722294.0,635409.0
530,Netherlands Antilles [former],1995,-476.0,1354.0,1830.0
530,Netherlands Antilles [former],2005,-803.0,91.0,894.0
530,Netherlands Antilles [former],2010,-1876.0,811.0,2687.0
540,New Caledonia,1995,-270.0,570.0,840.0
540,New Caledonia,2005,-660.0,1114.0,1774.0
540,New Caledonia,2010,-2036.0,1268.0,3303.0
540,New Caledonia,2015,-1291.0,1239.0,2529.0
540,New Caledonia,2022,-846.0,2231.0,3077.0
540,New Caledonia,2023,-1145.0,1733.0,2877.0
540,New Caledonia,2024,-368.0,1372.0,1740.0
554,New Zealand,1995,-212.0,13745.0,13958.0
554,New Zealand,2005,-4504.0,21729.0,26232.0
554,New Zealand,2010,777.0,31393.0,30616.0
554,New Zealand,2015,-2171.0,34357.0,36528.0
554,New Zealand,2022,-9235.0,45615.0,54850.0
554,New Zealand,2023,-8335.0,42124.0,50459.0
554,New Zealand,2024,-4744.0,42830.0,47574.0
558,Nicaragua,1995,-500.0,509.0,1009.0
558,Nicaragua,2005,-1670.0,866.0,2536.0
558,Nicaragua,2010,-2343.0,1848.0,4191.0
558,Nicaragua,2015,-1199.0,4667.0,5866.0
558,Nicaragua,2022,-3887.0,7360.0,11247.0
558,Nicaragua,2023,-3533.0,7378.0,10912.0
558,Nicaragua,2024,-4584.0,7669.0,12253.0
562,Niger,1995,-71.0,273.0,345.0
562,Niger,2005,-250.0,486.0,736.0
562,Niger,2010,-1794.0,479.0,2273.0
562,Niger,2015,-1669.0,790.0,2458.0
